etiqueta	texto
noagresivo	El profesor siempre crea condiciones para generar el interés de todos los alumnos
noagresivo	Excelente profesor
noagresivo	Ninguna
noagresivo	the best
noagresivo	bien
noagresivo	Siga igual profe
noagresivo	Se deberia tener mas clases con el profe pablo, su metodologia de trabajo es interesante y es grato aprender con el, las clases no se hacen tediosas.
noagresivo	Falta dominio de tema
noagresivo	No me hizo clases
noagresivo	No tengo clases con ella
noagresivo	exelente profesor sigua asi
noagresivo	Ninguno
noagresivo	detallar mas las trabajos a evaluar.
noagresivo	bhjvjgvhgv
noagresivo	Creo que falta un poco de organización en sus clases. A veces, se va por las ramas, olvidando la importancia de las ideas y contenidos principales de su asignatura. Además, no se sabe si está hablando o dictando y cambia de tema a cada rato en sus clases.
noagresivo	buen profe
noagresivo	falta mas seriedad y real demostracion de lo que se esta enseñando
noagresivo	buen profesor
noagresivo	buen programa
noagresivo	Organizar mejor los tiempos de la asignatura en general
noagresivo	N sugerencia
noagresivo	muy buena profesora
noagresivo	buen profe
noagresivo	¡Siga así!
noagresivo	Buen manejo de su área
noagresivo	Buena profe
noagresivo	mejorar tono de voz
noagresivo	Sin comentarios
noagresivo	Buen método de enseñanza
noagresivo	bueno
noagresivo	Que se expliquen mas a fondo los contenidos.
noagresivo	bien
noagresivo	Buen profesional
noagresivo	Ninguna
noagresivo	Se maneja muy bien en su área
noagresivo	Ninguna
noagresivo	la materia se entiende y la explica de buena forma, pero podria realizar las clases de manera más didáctica
noagresivo	clases muy didácticas y entretenidas de ver
noagresivo	El mejor
noagresivo	Siga así profe.
noagresivo	Muy buen profesor
noagresivo	tiene buena disposición al responder dudas
noagresivo	Gran docente
noagresivo	buena metodologia
noagresivo	Le falta saber enseñar
noagresivo	buen profesor
noagresivo	no era mi profe
noagresivo	no estuve en su sección
noagresivo	Buen profesor
noagresivo	Excelente profesor en su área especifica, tiende a explicar de forma sencilla.
noagresivo	Mas horas de práctica.
noagresivo	Se desenvolvió bien, a pesar de algunas limitaciones de herramientas que hay
noagresivo	sin comentarios
noagresivo	es un excelente academico maneja muy bien la información presentada, ademas esta al dia con las tendencias actuales y requerimientos del mercado.Sus clases son muy didacticas, entretenidas y motivadoras.Siempre apoya e incentiva a sus alumnos a ser mejor.
noagresivo	holy
noagresivo	un profesor jugado por los alumnos
noagresivo	Muy buen curso.
noagresivo	Buena profesora nos hizo salir y trabajar con gente externa a la universidad, eso se agradece y motiva cada vez más
noagresivo	Profesora atenta, preocupada, solo deberia mejorar en la puntualidad
noagresivo	Bien profesor
noagresivo	podria ser mas imparcial en sus enseñanzas
noagresivo	Buen profesor, buen manejo de contenidos, en ocasiones poca claridad en la entrega, pero se entiende que es por la dificultad de la asignatura.
noagresivo	dadssad
noagresivo	sin comentarios
noagresivo	Excelente profesor
noagresivo	Buena profesora apasionada por lo que enseña
noagresivo	Entregar a tiempo las notas para poder revisar con tiempo los certámenes.
noagresivo	Sin comentarios
noagresivo	bien
noagresivo	Buena técnica de aprendizaje
noagresivo	solo habla el
noagresivo	profesor con alto conocimiento en el ramo.
noagresivo	EXCELENTE profesora, la mejor de este primer semestre, un ejemplo de docente... muy preocupada por los estudiantes y muy comprometida con la asignatura
noagresivo	Buenas clases
noagresivo	No es mi profesor
noagresivo	es buena ondi usted
noagresivo	muy buena profesora,
noagresivo	buen profe palmyers
noagresivo	Falta mas teoria
noagresivo	el profesor realiza clases donde hace participar a los alumnos lo cual es muy bueno y ejercita a los alumnos para las evaluaciones lo cual nos ayuda bastante
noagresivo	Mas comunicación con los alumnos
noagresivo	ninguna
noagresivo	Enseño super bien la materia.
noagresivo	no entrega las evaluaciones a el tiempo acordado
noagresivo	La asignatura me pareció muy interesante e importante, ya que nos prepara para estar preparados cuando nos toque interactuar con niños con capacidades diferentes.
noagresivo	muy buena dispocion para orientar alumnos y solucionar problematicas de los laboratorios
noagresivo	Buen profesor
noagresivo	Optima docente que ayuda a enriquecer la entrega de conocimientos gracias a su experiencia
noagresivo	Buena enseñanza
noagresivo	deberia impartir siempre el ramo de econometria este profesor!!
noagresivo	Muy bueno
noagresivo	no hay sugerencia
noagresivo	el profesor debiera hacer un mejor uso del pizarron (mas ordenado), mejorar su letra y apoyarse con diapositivas que resuman el contenido.
noagresivo	el profesor realiza la clase, pero no asegura el entendimiento de la materia al cien porciento
noagresivo	Mejorar los plazos de entregas de notas
noagresivo	Sus clases son muy importantes para futuros profesores, ya que nos demuestra y nos aconseja como va a ser en la vida escolar real y esto nos ayudará para en un futuro ser mejores profesionales.
noagresivo	no aplica
noagresivo	ninguna
noagresivo	Muy creativa y amplio abanico de ideas en gastronomia
noagresivo	Agregar juegos relacionados con la materia para hacer la clase más dinámica
noagresivo	excelente profesor
noagresivo	no me hiso clases me tocaba con pamela chavarría la cual es muy buena profesora
noagresivo	Buen profesional
noagresivo	quizas un poco mas de compromiso
noagresivo	Hace clases entretenidas y mantiene viva la atención del estudiantee.
noagresivo	excelente docente, tiene dominio de la materia y la trasmite con amor
noagresivo	maneja muy bien los contenidos de la asignatura, responde claramente las dudas
noagresivo	buen profesor
noagresivo	Excelente profesor, se espera mucho de él.
noagresivo	buena
noagresivo	la profesora estaba abierta a escuchar y aclarar todas las dudas que surgían en clases
noagresivo	Muy utiles sus clases
noagresivo	son motivantes
noagresivo	Debe mejorar
noagresivo	Es un docente destacado por sus muchos conocimientos en su asignatura, pero le falta la parte didáctica en sus clases.
noagresivo	No tengo ninguna sugerencia para dar, es una excelente profesora.
noagresivo	Siga asi
noagresivo	por  favor cumplir los horarios de llegada
noagresivo	La asignatura es esencial para lamformación del estudiante
noagresivo	La profesora maneja la clase correctamente
noagresivo	Profesor, intente controlar su sentido del humor o ironía cuando corrija proyectos, recuerde que hay personas mas sensibles que otras y se toman muy enserio su trabajo, sobre todo lo que usted les comenta sobre el. Muy buenas sus clases en el auditorio!
noagresivo	buena e interactiva asignatura
noagresivo	Se agradece la confianza que emplea con sus alumnos
noagresivo	explica de una manera clara.
noagresivo	buen profesor, domina su tema
noagresivo	buena profesora muy inteligente, con la capacidad de encantar a las alumnas con la carrera, pero seria mucho mejor sobre todo en este ramo que de mas instancias para conversar sobre las vivencias en nuestros días de practica.
noagresivo	excelente
noagresivo	Excelente docente, siempre con la disposición de enseñar hasta fuera del horario de clases, muy comprometido con que sus alumnos aprendan todo y más.
noagresivo	Excelente docente. utiliza múltiples recursos para que el contenido sea aprendido en totalidad, no solo refuerza lo académico sino los valores como futuros profesionales, alto dominio de los contenidos, entrega recursos que facilitan el estudio.
noagresivo	ñmhk
noagresivo	que utilice lenguaje menos técnico en sus clases ya que cuesta comprender los contenidos.
noagresivo	Subir las notas a tiempo, no cuando finalice el semestre, hacer los certámenes de acuerdo a lo pasado en todas las clases anteriores y no basado en la última clase, donde enseña lo más difícil y el que entendio, entendió, el que no, jodio
noagresivo	Profesor amable con sus alumnos, lo que agradaba asistir a sus clases
noagresivo	Nada que añadir
noagresivo	excelente profesora, demuestra confianza frente a sus estudiantes.
noagresivo	No entrega notas en plazos establecidos, no evalúa lo mismo que enseña, sus evaluaciones son ambiguas, pregunta cosas que jamáz pasó en clases.
noagresivo	las clases deberían realizarse temprano para prestar mas atención a la asignatura
noagresivo	Dio buenas clases
noagresivo	estar mas presente en clases
noagresivo	Creo que la realización de sus clases fueron muy efectiva, al igual que los prácticos.
noagresivo	Explica bien
noagresivo	Excelente profesora
noagresivo	Posee manejo en el tema de asignatura
noagresivo	espero que este segundo semestre sea igual como lo fue en el primero
noagresivo	sus clases me gustaron bastante
noagresivo	excelente profesor, pero se demora mucho en subir las notas.
noagresivo	Profesor con experiencia y gran dominio del tema
noagresivo	no tengo
noagresivo	excelente profesor
noagresivo	no tanto apoyo de las diapos y más diálogo
noagresivo	Buen profesor
noagresivo	todo ok
noagresivo	ninguno
noagresivo	Un ejemplo a seguir, gran docente excelente dominio de su clase, amabilidad, tolerancia, disposición y respeto.
noagresivo	profesor cumple objetivos
noagresivo	Clases mas interactivas
noagresivo	no tenia clases con este profesor
noagresivo	buen profesor y muy exigente
noagresivo	Es una persona muy arrogante, que podria mejorar mucho
noagresivo	Buena profesora, lo único fue que hubo una mala organización con su par que trabajaba con la otra sección para llevar a cabo las actividades iniciales de la asignatura.
noagresivo	el mejor profesor
noagresivo	Explica bien el contenido
noagresivo	divertida espontanea y demuestra felicidad
noagresivo	Sin comentarios
noagresivo	Más volumen en la voz
noagresivo	buen profe
noagresivo	Considero que en ocaciones le hace falta mas empatia con los estudiantes. Tambien considero que es imparcial para evaluar y tratar a los alumnos.
noagresivo	Buen profesor
noagresivo	Buenas clases profesor
noagresivo	muy buen profesor
noagresivo	La cercanía o lo que proyecta hacia el alumno, suele hacer que este sienta rechazo tanto hacia la docente como la asignatura
noagresivo	Es seca profe, siga así, cada  clase lograba que me enamorara aun mas de la psicología
noagresivo	sin comentarios
noagresivo	buen docente, pero un poco llevado a sus ideas
noagresivo	Se da el tiempo de explicar de la mejor forma la materia, tal vez podría ser un poco mas dinámica la asignatura pero esta en bien general.
noagresivo	Prfesor carismatico
noagresivo	buen docente
noagresivo	Excelente profesor
noagresivo	clases muy didácticas lo que ayudó a un mejor rendimiento
noagresivo	muy buen profesor
noagresivo	Mostrar mayor autoridad en la sala de clases
noagresivo	mayor organizacion
noagresivo	Buen profe
noagresivo	Excelente profesional, relaciona e integra los conceptos enfocados en la tematica de nuestra carrera
noagresivo	excelente profesora.
noagresivo	buena profesora
noagresivo	Buen electivo
noagresivo	docente muy aplicada, me siento conforme con su labor ejercido
noagresivo	excelente profesora
noagresivo	Profesora con muy buen disposición para responder dudas con respecto a los trabajos
noagresivo	Me gustaria que en clases se realizaran mas temaricas psicologicas como test de personalidad y esas cosas.
noagresivo	Excelente desempeño
noagresivo	la importancia de que nosotros sus alumnos aprendamos o mejorar nuestras notas es nula, no le importa si nos va bien o mal, cero motivación, además siempre estuvo dependiendo del  profesor de la otra sección al momento de evaluar o tomar alguna decisión
noagresivo	un excelente profesor, maneja a la perfección los contenidos del ramo que imparte.
noagresivo	que no se pase del plazo establecido reglamentariamente para entregar las calificaciones
noagresivo	Dar mas tiempo en los trabajos porque nos llena la semana de muchas cosas y no es la unica asignatura
noagresivo	excelente docente
noagresivo	Muy buen profesor, pero muy poco empático
noagresivo	A modo de sugerencia, debería tener una pauta o rúbrica con puntajes a la hora de evaluar cada una de las actividades.
noagresivo	Con 1 o 30 alumnos se debe realizar clases igual.
noagresivo	me entretuve y aprendí mucho del ramo
noagresivo	Más ejercicios en clases
noagresivo	Se necesita ser más empático y un poco más flexible con los estudiantes
noagresivo	Buen profesor
noagresivo	Profesora dedicada
noagresivo	excelente en dominio de contenido y habilidades sociales y emocionales
noagresivo	irusfjkbnilursjkbncsilu
noagresivo	excelente profesor.
noagresivo	es buena profesora y explica muy bien
noagresivo	sin comentarios
noagresivo	no hay comentarios
noagresivo	un gran profesor, impecable desempeño.
noagresivo	ninguno
noagresivo	Excelente profesor, sus clases son muy interesantes, logra captar la atención de los estudiantes.
noagresivo	Buen profesor
noagresivo	La clase estaba interesante
noagresivo	Muy buen profesor
noagresivo	Tiene manejo del área de impresión, debería ser un poco más estricta para que los alumnos no tomen para la chacota su clase.
noagresivo	G
noagresivo	Excelente taller, ayuda mucho, excelente metodologia de clases
noagresivo	Que fue primero, el huevo o la gallina?
noagresivo	Ninguno
noagresivo	escuche opiniones sobre su ramo.
noagresivo	organizar sus clases con anticipación y no en el momento
noagresivo	no hay sugerencias
noagresivo	Profesor buena onda, de preocupa por el aprendizaje
noagresivo	Sugiero que las clases podrían ser un poco más interactivas para que así la materia sea mejor comprendida.
noagresivo	exelente profesor
noagresivo	Nada que agregar
noagresivo	buenas actividades practicas que hacen entender de mejor manera las unidades
noagresivo	profesor con muy buena disposición en clases y en sus consultas
noagresivo	buen profesor
noagresivo	Algunas cosas en esta asignatura las encontré sin mucha importancia y no llamaron el interés mio ni el de algunos de mis compañeros, se sugiere hacer un cambio en este curso y que sea más enfocado a herramientas como excel entre otras que actualmente se n
noagresivo	buen profe
noagresivo	innovador, empatico
noagresivo	Puntual, organizado y coherente con los contenidos
noagresivo	buen profesor
noagresivo	Buena profesora
noagresivo	muy buen docente y profesional
noagresivo	excelente profesional
noagresivo	Muy dedicada a la preparacion de las clases, muy comprometida con los alumnos
noagresivo	Buen profesor
noagresivo	Excelente profesora
noagresivo	esperamos que haga ingles IV el próximo semestre, ya que por lo que dicen mis otros compañeros respecto a la otro profesora que dicta la asignatura, no aprendieron nada durante todo el semestre, solo se dedicaban a realizar las nubes de la plataforma
noagresivo	Ayudante que sea decente
noagresivo	Buena profesora, sus clases son agradables.
noagresivo	Me parece muy pertinente para la asignatura la evaluación mediante el proyecto de investigación, incluso yo aumentaría el porcentaje del poryecto a un 35%
noagresivo	muy bien
noagresivo	Excelente academico
noagresivo	responder prontamente los correos de los alumnos, enviar las notas cuando se le pida y subir las notas a tiempo.
noagresivo	buen profesor
noagresivo	La profesora utiliza una buena metodología de enseñanza, sus clases son muy didácticas.
noagresivo	excelente dominio de contenidos
noagresivo	Excelente docente
noagresivo	por favor entregar las notas dentro de los plazos establecidos
noagresivo	más dinamismo y practica de lo que teoriza para tener una vision holistica completa de su ramo en cuestion
noagresivo	Ninguno
noagresivo	Buen profesor
noagresivo	+
noagresivo	Muy buena maestra, se toma el tiempo para explicar de muy buena manera.
noagresivo	Enseña de buena manera
noagresivo	Nada.
noagresivo	El método de aprendizaje debería ser más didáctico para hacer las clases más entretenidas
noagresivo	no posee oficina
noagresivo	domina muy bien sus conocimientos
noagresivo	muy buena proefesora
noagresivo	sin comentario
noagresivo	Buena profesora
noagresivo	sus métodos no motivan
noagresivo	Un poco mas dinámico
noagresivo	Buen dominio y conocimiento en la asignatura
noagresivo	no me hizo clases
noagresivo	buen profesor pero en los laboratorios pierde mucho tiempo conversando en vez de realizar bien las actividades
noagresivo	al ser los certámenes muy extensos, el tiempo en el cual se revisaban fue mayor a lo establecido por reglamento
noagresivo	Buen profesor, con muy buena disposición.
noagresivo	una de las mejores docentes con un criterio claro y explicación simples a contenido complejo.
noagresivo	los practicos son los que dejan
noagresivo	no hay sugerencias
noagresivo	Evalúe lo enseñado únicamente en el laboratorio
noagresivo	bien
noagresivo	Exelent
noagresivo	dassdasad
noagresivo	sin sugerencias
noagresivo	ufff que semestre jajaja
noagresivo	Excelente profesional, faltan profesores de este standar en la escuela de trabajo social
noagresivo	ser mas comprensible con los alumnos
noagresivo	ejemplo a seguir
noagresivo	más entendimiento
noagresivo	Muy buen profesor!! aprendí mucho sobre uso de herramientas en el computador ademas de word, excel, ppt entre otras cosas muy amable y con mucha paciencia responde todas las dudas
noagresivo	Siempre dispuesto a ayudar
noagresivo	Poco empático con los alumnos
noagresivo	Muy buen docente
noagresivo	Excelente profesor que promueve un clima de aprendizaje agradable y grato.
noagresivo	Un muy buen profesor
noagresivo	buen docente
noagresivo	Muy buen profesor, explica claramente los objetivos y contenidos, no se me ocurre una sugerencia por el momento
noagresivo	Excelente Docente, comprometido con sus estudiantes y preocupado de las situaciones que suceden con ellos.
noagresivo	Buen profesor
noagresivo	Buen Jefe de carrera
noagresivo	Un poco desordenado, pero excelente profesional.
noagresivo	es muy simpatico y hace sentir confianza de poder preguntarle lo que sea
noagresivo	Muy buen profesor
noagresivo	un muy buen profesor
noagresivo	es una clase activa y didactica
noagresivo	Nada que agregar
noagresivo	Buen profesor
noagresivo	Buen profesor, el cual demuestra con confianza lo que sabe
noagresivo	utilizar herramientas mas didácticas para sus clases
noagresivo	Fue una clase nomás, nada que decir.
noagresivo	es un gran profesor, que inspira al estudio de la asignatura
noagresivo	muy claro al explicar una materia difícil de entender
noagresivo	Asignatura bien desarrollada
noagresivo	n
noagresivo	ella es un amor de profe, nos permite desarrollar las actividades con el mejor ambiente posible.
noagresivo	ayuda a entender lo que es en si la ICI
noagresivo	Hshdhd
noagresivo	favor Ser mas flexible con la asistencia a las catedras
noagresivo	Excelente.
noagresivo	Como dije anteriormente, últimamente tuvo problemas con la puntualidad, pero en sí, es buena profesora.
noagresivo	buena profe
noagresivo	Dar más aplicación de la asignatura y no tanta teoría
noagresivo	Excelente profesor
noagresivo	es buen profe hace artos ejemplos lo unico que demora mucho en entregar las notas de las evaluaciones
noagresivo	entusiasta
noagresivo	buen profesor
noagresivo	gran profesor
noagresivo	Excelente profesional, muy comprometida con el aprendizaje de los estudiantes. Un ejemplo a seguir.
noagresivo	las clases son entretenidas
noagresivo	defgh
noagresivo	buena clase
noagresivo	Excelente profesora
noagresivo	excelente profesor
noagresivo	Falta que aveces explique un poco mas la forma de realizar algunos ejercicios
noagresivo	Dispuesto a enseñar siempre, explicar nuevamente.
noagresivo	ok
noagresivo	Buen profesor, buen ramo
noagresivo	Enseña claramente, las lecturas y lo enseñado en clases es muy consecuente.
noagresivo	Sin sugerencia
noagresivo	Buena onda
noagresivo	manejo de los contenidos, pero poco claro al momentos de explicar ejercicios
noagresivo	Buen profesor
noagresivo	Profesor con gran experiencia en el ámbito clínico, con métodos de enseñanza que permiten aprender de un manera adecuada cada contenido propuesto.
noagresivo	falta que realice ejemplos o casos mas complejos ya que siempre realiza casos basicos. el ramo es demasiado idealizado y falta aterrizarlo a la realidad, aplicando normas (nch). la planificacion del curso debe integrar la realizacion de casos reales
noagresivo	La generalización debe separarse siempre de la docencia, mas aún cuando se educa a los sujetos en formación del área.
noagresivo	Excelente profesora
noagresivo	Buenas clases
noagresivo	un poco serio.
noagresivo	usa buen material, pero lamento decir que no mostraba mucho dominio sobre la materia
noagresivo	Conforme
noagresivo	Conoce el contenido y explica de manera clara
noagresivo	buen profesor y sus formas de enseñar la materia son muy buenas y constructivas
noagresivo	Una casignatura muy completa
noagresivo	jajaja
noagresivo	Excelente profesora, su método de enseñanza y su orden a la hora de dictar la materia es muy bueno.
noagresivo	mas estrategias didacticas
noagresivo	buen profe
noagresivo	buen profesor
noagresivo	Me gusta la metodología de las clases, y cumple al pie de la letra con los acuerdo de reuniones
noagresivo	Que las clases sean didacticas
noagresivo	siga así
noagresivo	Podría ser más flexible para modificar fecha en los test que sólo valen un 2,5% cada uno
noagresivo	buen sistema de enseñanza
noagresivo	Calidad de docente, sus clases son un agrado de asistir porque se nota que le gusta lo que hace y enseña de la forma más clara hasta que todos los alumnos comprendan.
noagresivo	continuar
noagresivo	muy buen profesor que siempre trata de ayudar con cualquier duda o inquietud que se tenga en la asignatura
noagresivo	buen profesor
noagresivo	Ninguna
noagresivo	Buen profesor
noagresivo	Buenas clases, ningñun problema
noagresivo	Muy buen profesora
noagresivo	buen profesor, muy preocupado por los estudiantes
noagresivo	Muy buena profesora, explica la materia como corresponde en el tiempo correspondiente.
noagresivo	buena profesora
noagresivo	limitarse a los objetivos de la clase, (definirlos)
noagresivo	Muy buen profesor
noagresivo	profesor que no cumple con horarios establecidos por la institucion.
noagresivo	Al termino de la practica entrega las calificaciones sin retroalimentar la información
noagresivo	tener otra metodología de enseñanza
noagresivo	haga clases didacticas
noagresivo	Explica contenidos claramente, pero falta apoyo más didáctico para la concentración de los alumnos
noagresivo	Sin comentarios
noagresivo	buen profesor. conocedor del tema
noagresivo	Es un excelente profesor, me gusta mucho su tecnica de pasar la materia y luego pasar ejercicios.
noagresivo	No tengo sugerencias
noagresivo	Excelente profesional
noagresivo	Muy buenos laboratorios, nada que decir.
noagresivo	excelente
noagresivo	Buen docente, comprometido con que sus estudiantes comprendan la materia
noagresivo	excelente profesora con gran disposición
noagresivo	Excelente profesora con buena disposición
noagresivo	A veces iba muy rápido cuando explicaba la materia, igualmente muy buen profesor.
noagresivo	Ninguna sugerencia
noagresivo	Super buena profesora
noagresivo	Falta puntualidad con la entrega de calificaciones.
noagresivo	una mejora en la explicación de los contenidos, para que el estudiante aproveche al máximo la asignatura
noagresivo	ninguno
noagresivo	- Realizar ejercicios en clase más complejos, ya que algunos son demasiados simples.- Entregar la pauta de las tareas u otra actividad realizada.
noagresivo	buen profesor
noagresivo	Revisar mas su gmail
noagresivo	buen profesor.
noagresivo	No hay comentarios
noagresivo	Debería ponerle un poco más de dificultad a los test
noagresivo	Evaluaciones con notas referenciales
noagresivo	ninguno
noagresivo	no tuve clases con él.
noagresivo	al momento de hacer retroalimentación o comentarios , que sea mas empático
noagresivo	dar a respetar su postura como docente
noagresivo	Me encantan sus clases
noagresivo	buen profesor, buena interaccion con los estudiantes y enseña adecuadamente
noagresivo	Menos rigidez al momento de evaluar, si bien no deberíamos ser nuevos en el inglés pero algo menos de rigidez es bueno para los nuevos estudiantes.
noagresivo	mas practicas
noagresivo	Poco tiempo de clases con ella, no existe opinion formada.
noagresivo	No me hace clases
noagresivo	bien profe siga así.
noagresivo	bajar el nivel del ramo utiliza el tromba que es de avanzado igual que utilice larson o zill.
noagresivo	Profesor metódico y responsable con la programación de las actividades.
noagresivo	Demuestra dominio en el el tema de su asignatura, sin embargo no logra satisfacer mis necesidades respecto a la asignatura
noagresivo	Sin comentarios
noagresivo	Explicación claray comprensible
noagresivo	buen profesor
noagresivo	Retroalimentación de certámenes
noagresivo	buena profesora, se preocupa del aprendizaje de sus alumnos
noagresivo	No he tenido clases con el
noagresivo	un poco mas de material de apoyo
noagresivo	Opino que la clase debería ser más didáctica ya que en algunas ocaciones llega a ser aburrida
noagresivo	The best
noagresivo	ninguno
noagresivo	explicar con mayor claridad los ejercicios propuestos en clases
noagresivo	Otros
noagresivo	Comprometido con su asignatura y muy riguroso con disciplina y puntualidad.
noagresivo	muy buenas sus clases y entretenidas
noagresivo	buenas clases
noagresivo	Buena profesora
noagresivo	lkjhg
noagresivo	Buena disposición
noagresivo	No hay sugerencia
noagresivo	Muy buen profesor, domina muy bien los temas ademas de tener completa disposicion para tratar con los alumnos
noagresivo	Ser más puntual con la entrega de calificaciones
noagresivo	nunca lo conocí
noagresivo	exelente
noagresivo	el mejor profe de calculo
noagresivo	No era mi profesora
noagresivo	El tiempo para aplicar las evaluaciones era poco, en relación con el requerido para el desarrollo de este
noagresivo	Falga pra tica oara enseñar
noagresivo	Sin comentarios negativos, muy buen profesor
noagresivo	Buen profesor, buenas formas de enseñar, nada que decir.
noagresivo	Sugerencia: El horario de la asignatura no sea el mismo día que Taller.
noagresivo	buen docente
noagresivo	podria hacer sus clases mas entretenidas, utilizar mas evaluaciones distintas, ya sea trabajos, etc y no solo certamenes.
noagresivo	:)
noagresivo	nada que comentar
noagresivo	Centrar las clases más en explicar contenidos
noagresivo	necsita mayor libertad para impartir contenidos
noagresivo	Ninguna
noagresivo	Profesor especializado en su asignatura resuelve dudas y ayuda a los alumnos
noagresivo	Es una clase muy practica en la que se logra comprender muy bien los contenidos
noagresivo	Sin comentarios.
noagresivo	buen profesor
noagresivo	Exelente profesora de orientacion
noagresivo	Debe mejorar temperamento. Debería habilitar mas problemas resueltos con la dificultad con que él evalua para prepararse de mejor manera (via Adecca)
noagresivo	Cercania con los estudiantes
noagresivo	Sin comentarios
noagresivo	Contenidos bien explicados
noagresivo	cambiar la forma de evaluacion
noagresivo	Gran tutora
noagresivo	Me parece innecesario pasar los casos largos a cortos
noagresivo	las clases podrian ser mas dinamica
noagresivo	El profesor es muy bacan, es seco para bailar. me encantaban sus clases.
noagresivo	.........
noagresivo	Muy buenas clases solo falta algo de practica
noagresivo	Debe hablar más fuerte porque muchas veces no se escucha lo que dice
noagresivo	Muy buen profesional
noagresivo	Muy dedicado a su trabajo.
noagresivo	No hay sugerencias
noagresivo	Buen profesor
noagresivo	Excelente docente siempre dispuesta a ayudar y resolver dudas.
noagresivo	muy expresiva
noagresivo	ninguno
noagresivo	sin comentarios
noagresivo	falta un poco más de compromiso con las asistencias a clases
noagresivo	una buena profesora
noagresivo	le falta mas motivación
noagresivo	Ninguna
noagresivo	Muy buen profesor
noagresivo	Profesor comprometido con su asignatura
noagresivo	le falta ser mas respetuoso
noagresivo	No tuve clases con él
noagresivo	Preparar y realizar las clases
noagresivo	No hay comentarios
noagresivo	1
noagresivo	Al momento de citar a revisión se demora en presentarse
noagresivo	Profesor interesado en lo que realiza , pero que en varias oportunidades no sabia escuchar a los alumnos
noagresivo	ninguna
noagresivo	mal profesor, no tiene paciencia para explicar
noagresivo	muy buen profesor, posee muchos contactos los cuales al estudiante les permite tomar buenas practicas.
noagresivo	Buen profesor, quizá si aplicara otros instrumentos de aprendizaje los alumnos tendrían mas interés en participar.
noagresivo	muy comprometido
noagresivo	no me hiso clases
noagresivo	Excelente profesora.
noagresivo	Muy clara y precisa al momento de enseñar
noagresivo	No tuve la supervisión   de este docente
noagresivo	No aplica
noagresivo	Excelente profesor, mucho manejo en el ramo
noagresivo	criterio de evaluacion
noagresivo	Excelente profesora, demuestra dominio de todo tema tratado en clases.
noagresivo	excelente profesora.
noagresivo	buen profesor
noagresivo	profesora con un amplio dominio de la asignatura Economia , explicando claramente cada detalle
noagresivo	Me gusta su manera de aprendizaje
noagresivo	Asignatura inscrita por cupo.
noagresivo	buen profesor
noagresivo	profesor técnico y conciso
noagresivo	Excelente docente, buen guia.
noagresivo	Excelente profesora, dedicada en su labor de enseñar .
noagresivo	buen profe
noagresivo	Buena profesora
noagresivo	ninguna
noagresivo	ramo botado
noagresivo	excelente semestre con profesora jania bastías. trata de incluir a todos los estudiantes de su clase.
noagresivo	la manera de explicar y como desarrolla sus clases es adecuada
noagresivo	grf lo mejor
noagresivo	Excelente profesor
noagresivo	docente cercana a sus estudiantes
noagresivo	mas asistencia a clases
noagresivo	Buena docente, con disposición y conocimiento de la asignatura.
noagresivo	Muy bien
noagresivo	Ninguna
noagresivo	sólo me hizo laboratorios y me gustaron casi todos excepto curaciones que creo que falto profundizar muchísimo
noagresivo	Buen profesor, con la paciencia para explicar las veces que sea necesario la materia que pasa
noagresivo	es buena profesora adapta a la enfermería a la actualidad
noagresivo	ninguna
noagresivo	Buen taller, nada que decir
noagresivo	excelente profesional
noagresivo	bueno
