etiqueta	texto
serio	Exclente docente. Preocupada de motivarnos como estudiantes y promueve a una mentalidad critica y objetiva.
serio	disminuir la cantidad de informes durante el semestre
serio	Sin comentarios
serio	Buen manejo de contenidos, exelente disposicion para responder dudas en clases, no asi fuera del horario de ellas.
serio	Muy buena profesora, con buena disposición.
serio	Es una profesora muy desorganizada, no llega a la hora a las clases, no tiene una pauta de evaluación con el que nos podamos guiar del porque nos sacamos tal nota, no explica bien los trabajos que tenemos que realizas y se contradice con lo escrito en moo
serio	entragar las notas a tiempo
serio	buen profesor
serio	Buena profesora
serio	Buen profesional
serio	excelente
serio	Me gusta su clase, aunque a veces parece muy monótona, es por que la materia talvez es plana
serio	sin comentario
serio	Excelente profesor, muy agradable y buen expositor, con vocación para enseñar, ayudar y apoyar al estudiante, muy responsable y sincero cuando se le presenta un problema, error o dificultad.
serio	mas plazo para proyecto
serio	Buen profesor, sugiero mas coordinación con la profesora jefe de la asignatura.
serio	excelente docente, tiene dominio de la materia y la trasmite con amor
serio	explica detalladamente lo que se realizará en el laboratorio para lograr un entendimiento y desarrollo completo
serio	Excelente profesional, relaciona e integra los conceptos enfocados en la tematica de nuestra carrera
serio	Falta puntualidad con la entrega de calificaciones.
serio	Buena profesora
serio	La profesora da a conocer los contenidos de manera clara, la cual somos capaces de comprender, sin embargo se demora mucho en subir las notas de evaluaciones.
serio	un gran profesor, impecable desempeño.
serio	es una persona muy preparada, comprometida
serio	Lamentablemente no me pudo hacer clases este semestre por lisencia medica
serio	Buena profe
serio	Se sugiere la visita al centro de practica y contacto regular con supervisora en terreno
serio	excelente profesora
serio	falta mas horas teoricas en algunas asignaturas , por lo que los alumnos al momento de la practica quedan al debe
serio	la importancia de que nosotros sus alumnos aprendamos o mejorar nuestras notas es nula, no le importa si nos va bien o mal, cero motivación, además siempre estuvo dependiendo del  profesor de la otra sección al momento de evaluar o tomar alguna decisión
serio	ninguna sugerencia
serio	Si bien las clases, son en la mayoria de participación de los alumnos, y de cooaprendizaje entre los mismos, falta que la docente realice mas clases teoricas, ya que no todos los alumnos manejan el idioma ingles al mismo nivel.
serio	Excelente profesor. Solo falta dedicar mas tiempo a la revisión de certámenes que para mi es muy importante.
serio	excelente profesor
serio	tiene mucha  vocación
serio	muy buena docente
serio	Comenzar las clases puntualmente.
serio	buen docente
serio	Motiva a los alumnos en su futuro laboral
serio	No hubo concenso en algunos temas con el otro profesor de ramo
serio	metodo de enseñanza no es muy efectivo
serio	nada que comentar
serio	excelente profesor
serio	Siga así
serio	Tiene gran conocimiento de lo que enseña
serio	Me gustaria que en clases se realizaran mas temaricas psicologicas como test de personalidad y esas cosas.
serio	Buena docente
serio	Docente con grandes expectativas, y una de las pocas que incentiva a sus alumnos
serio	Entregar guía de ejercicios
serio	Excelente
serio	con todo respeto no extravíe el material entregado por alumnos, me refiero a tareas porque  luego olvida la situación y eso perjudica al alumno.
serio	trabajos mas didacticos
serio	Excelente profesor, sus clases son muy interesantes, logra captar la atención de los estudiantes.
serio	muy entretenida la clase
serio	Debe modernizar su metodología de enseñar
serio	Profesor demuestra motivación al realiza sus clases transmitiendo interés en los alumnos por la asignatura
serio	Falta compromiso con sus estudiantes, no hay como ubicarlo fuera del horario de clases.
serio	no tengo
serio	le falta mas motivación
serio	Buen profesor, tiene toda la disposición para enseñar, se nota su grado de academico
serio	no entrega las evaluaciones a el tiempo acordado
serio	Comprensivo y buen profesor
serio	muy buen profesor pero no sabe explicar hace los ejercisios para el
serio	le falta ser mas pedagógica
serio	Sin comentarios
serio	A modo de sugerencia, debería tener una pauta o rúbrica con puntajes a la hora de evaluar cada una de las actividades.
serio	Buena profesora, sus clases son agradables.
serio	Falta motivación con horarios, puntualidad y revisión de certámenes en su ramo.
serio	El profesor es muy bacan, es seco para bailar. me encantaban sus clases.
serio	Excelente Profesora
serio	Excelente profesora
serio	las clases  son muy didácticas y participativas lo que promueven la confianza de grupo
serio	la profesora cumple con la gran mayoría de los criterios establecidos pero por otro lado podría ser un poco mas alegre y no tan seria para tener un mayor agrado al momento de ir a sus clases.
serio	muy buena profesora , buena disposicion
serio	Podría ser más flexible para modificar fecha en los test que sólo valen un 2,5% cada uno
serio	se agradece el gran manejo del taller
serio	Especificar más la materia
serio	muy buen docente y profesional
serio	Buen profesor, quizá si aplicara otros instrumentos de aprendizaje los alumnos tendrían mas interés en participar.
serio	bastante didácticas las clases, se nota que maneja muy bien los temas a tratar.
serio	Debería asegurarse de que los contenidos sean aprendidos, no memorizados.
serio	excelente docente, excelente asignatura
serio	No profundizar tanto en la introducción de la asignatura, y comenzar de manera mas directa con esta pues es bastante.
serio	mas dinamico
serio	No hay comentarios
serio	Todo bien
serio	más entendimiento
serio	debe respetar las horas de clases
serio	Buen profesor
serio	el profesor maneja perfectamente los contenidos de la asignatura, procura que todos sus estudiantes comprendan las instrucciones y con mucha paciencia nos explica la materia las veces que sea necesario.
serio	buena metodología de enseñanza
serio	Profesor muy metódico
serio	ninguna
serio	Profesor destacado y comprometido con el aprendizaje de sus alumnos, nada que decir
serio	Ninguna
serio	gran entrega en su trabajo
serio	Buen docente, comprometido con que sus estudiantes comprendan la materia
serio	Experto en su área muy buen dominio de contenidos
serio	Le falta manejar más los contenidos y motivar a sus alumnos
serio	muy buena profesora
serio	Buen profesor.
serio	Excelente docente, la que demuestra uun interes notable por que los contenidos puedan quedar claro, incorporando en sus clases distintos tipos de metodologías para la enseñanza, no solo las tradicionales. Profesora muy organizada con todo los aspectos.
serio	no tengo sugerencias
serio	sin comentarios
serio	podria hacer sus clases mas entretenidas, utilizar mas evaluaciones distintas, ya sea trabajos, etc y no solo certamenes.
serio	clases muy didácticas y entretenidas de ver
serio	buen profesor,
serio	No hay sugerencias
serio	No tuve la supervisión   de este docente
serio	siga asi
serio	Profesor muy responsable y hace las clases muy gratas
serio	Excelente docente
serio	Muy buen método de enseñanza
serio	Estoy molesta por que en la cuesta de presenta la profesora corvalan siendo que en clases estaba el profesor Rodolfo que siempre evaluó nuestros trabajos, mi queja es por que evaluaba el profesorado Rodolfo si la clase lo hacia la profesora corvalan .
serio	agradable profesor, simpático con los estudiantes
serio	Entregar las notas dentro del plazo
serio	excelente profesora
serio	Buen profesor
serio	buen profesor, muy preocupado por los estudiantes
serio	buena docente, establece buena comunicacion con los alumnos
serio	Las clases centradas netamente en lo expositivo tienden a ser menos efectivas, agregar dinamismo y motivación a la participación activa de los estudiantes es algo que personalmente suele motivarme
serio	Sin comentarios
serio	Explicación claray comprensible
serio	crear un ambiente de trabajo mas agradable y menos autoritario, renovar material como guias ya que para aquellos que repiten el ramo no es una retroalimentacion, mas bien es un aprendizaje estructurado en el paso a paso de como resolver un ejercicio
serio	preguntas de test de entrada no tan especificas
serio	Es una profesora que maneja su asignatura, sin embargo no supo cómo nivelarnos al nivel de su asignatura, ya que el ramo que le antecede (Termodinámica 1) fue muy básico para lo que debíamos saber.
serio	demuestra suu conocimiento y sus años de experiencia en clases
serio	Excelente profesor, explica claramente. Mejorar la ortografía y pronunciación al dictar o comentar
serio	Muy buen profesor de practica
serio	excelente profesor
serio	Buena docente, con disposición y conocimiento de la asignatura.
serio	entregar una mejor retroalimentaciòn de los contenidos entregados en clases.
serio	Muy buen profesor siempre apoyando y dando los tips para estudiar
serio	Tratar de distribuir mejor los contenidos de las clases para no hacerlas tan densas
serio	Planificar un poco más las clases
serio	me hizo como 4 o 5 clases
serio	grf lo mejor
serio	muy buen profesor, excelente dominio del tema y de sus conocimientos
serio	muy buen electivo
serio	solo falta un poco mas de caracter
serio	Buen profesional
serio	muy buen profesor.
serio	No puedo entregar ninguna
serio	ser mas puntual en la entrega de notas
serio	buen profesor, debería explicar ejercicios el mismo nivel de dificultad que aparecen en el examen en clases
serio	discriminación
serio	Buena profesora, con buena disposición para aclarar dudas
serio	Realiza bien sus clases
serio	Hace falta un poco más de responsabilidad en lala llegada a clases
serio	EXPLICA BIEN, TIENE PACIENCIA Y BUENA DISPOSICION
serio	Hacer mas presencia con los estudiantes, pero aun asi al momento de solicitarlo tiene muy buena disposicion.
serio	Buen profesor solo falta mejor explicación de las actividades
serio	Si no tiene tiempo para la clase mejor que no la imparta.
serio	Enseña de buena manera
serio	MUY BIEN HECHA LA CLASE
serio	buen profesor y muy exigente
serio	Todo bien
serio	Debería probar con otros métodos de enseñanza
serio	Excelente profesor
serio	por favor entregar las notas dentro de los plazos establecidos
serio	Muy utiles sus clases
serio	es un profesor que ama lo que enseña
serio	Mejorar los plazos de entregas de notas
serio	Genera dinamica de aprendizaje e interés por la materia
serio	mantiene en clases un ambiente de respeto dando lugar a dudas y conversacion sobre los temas de clase. lo que me parece ayuda al aprendzaje
serio	buen profesor
serio	excelente en dominio de contenido y habilidades sociales y emocionales
serio	ninguna
serio	Entregar las notas en el plazo correspondiente
serio	Muy buena profesora, sus clases son agradables y favorece mucho el aprendizaje
serio	Buena organización ddel ramo
serio	Encuentro que explica bien la materia y tiene mucho dominio del tema, pero al momento de las tareas, test y certámenes hace ejercicios mucho más difíciles y enredados que en la clase.
serio	Preparar y realizar las clases
serio	Buen profesor, el cual demuestra con confianza lo que sabe
serio	ninguna sugerencia
serio	Tener mejor relación entre profesor y alumno.
serio	entrega de notas en plazo indicado
serio	esta asignatura presenta muchos problemas a nivel de contenidos y organizacion de parte de  profesora Elsa Martinez
serio	Muy buen profesor, domina muy bien los temas ademas de tener completa disposicion para tratar con los alumnos
serio	aplicar mas ejercicios prácticos en su programa
serio	No demuestra un interés en lo enseñar ni en lo que hace en general
serio	Es una de las mejores docentes que tuve este semestre. Cumple en todo sentido como profesora
serio	puntualidad
serio	Agregar juegos relacionados con la materia para hacer la clase más dinámica
serio	Excelente profesor y gran conocedor de la asignatura que imparte.
serio	Me parecen muy entretenidas sus clases,ya que es un ambiente agradable.
serio	Muy buen profesor
serio	A veces iba muy rápido cuando explicaba la materia, igualmente muy buen profesor.
serio	no me hizo clases
serio	Buena profesora y da la confianza para consultar las dudas.
serio	buenas clases, prácticas
serio	buena profesora
serio	Muy buen profesor, enseña los contenidos de forma clara y precisa, entrega las notas en los plazos establecidos, lo que si, al subir las notas debería ser por intranet y no por correo, ya que siento que al subirlas al correo se vulnera la privacidad.
serio	Hablar más lento
serio	Tener horario de consultas
serio	Falta interacción en sus clases
serio	La generalización debe separarse siempre de la docencia, mas aún cuando se educa a los sujetos en formación del área.
serio	Profesor que esta siempre dispuesto a ayudar a los alumnos.
serio	Una asignatura que no aporta en el desarrollo y que hacer profesional de los alumnos
serio	Buen profesor
serio	No aplica
serio	es buen profe hace artos ejemplos lo unico que demora mucho en entregar las notas de las evaluaciones
serio	Se necesita ser más empático y un poco más flexible con los estudiantes
serio	Demuestra mucho dominio de la tematica pero algo monotono lo que produce un poco de desinteres a la larga
serio	Atento y preocupado por sus alumnos
serio	Docente excelente, con grandes conocimientos y ademas vocacion por enseñar
serio	Una clase más didáctica y evaluaciones con un nivel parecido a los ejercicios que entrega y enseña
serio	usa buen material, pero lamento decir que no mostraba mucho dominio sobre la materia
serio	Excelente profesora, y excelente asignatura.
serio	Las clases en aula se desarrollan de forma clara, atingente y logran aclarar las dudas respecto de la exposición, de esta manera permite que el estudio y aprendizaje sea más productivo.
serio	no explica muy bien
serio	Profesor especializado en su asignatura resuelve dudas y ayuda a los alumnos
serio	Una ecxelente profesora, siempre muy didáctica.
serio	bien profe siga así.
serio	Excelente docente, buen guia.
serio	Mejorar la manera en que expone los contenidos correspondientes a la asignatura ya que en muchas ocasionas las clases se hacían aburridas y monotonas.
serio	Me gustaría un poco más de disposición y simpatía a la hora de hablar o atender al estudiante.
serio	Excelente docente
serio	Buena profesora apasionada por lo que enseña
serio	Clases muy completas, coherentes y creadoras de opinión crítica
serio	Mas tareas
serio	Ninguno
serio	no hay sugerencias
serio	Excelente profesor con gran conocimiento en la materia.
serio	sus clases son buenas pero deberia conciderar , los ejercicios mas dinamicos
serio	muy buena proefesora
serio	posee dominio del tema y fluidez en las clases
serio	Buen profesor
serio	El profesor debería entregar notas y evaluaciones a tiempo y a medida que avanza el semestre, al contrario de hacer esto, el profesor entrega solo dos notas a final de semestre, impidiéndonos llevar un seguimiento de estas.
serio	El profesor Sanchez es un muy buen academico. Sus clases son completas a pesar de que suele ser un poco disperso y nos cuesta un poco comprender algunas cosas en clases. A pesar de esto el profesor tiene buena disposicion a la hora de explicar nuevamente
serio	Falta más responsabilidad como docente
serio	Buen profesor
serio	La profesora utiliza una buena metodología de enseñanza, sus clases son muy didácticas.
serio	Buen profe
serio	Tiende a enojarse cuando le preguntan algo o le corrigen
serio	excelente profesor
serio	Ninguno
serio	Debería facilitarnos las clases o subirlas a la plataforma
serio	siempre me gusto asistir a sus clases, por el motivo de que el porfesor sabia llevar bien sus clases y con esto hacia que el estudiantado pudiera estudiar con mas ganas su materia.
serio	Excelente profesora, dedicada en su labor de enseñar .
serio	la realizacion de mi HP no se realiza con este profesor
serio	No tuve clases con el profesor
serio	Bien profesor
serio	me gustaban sus clases
serio	excelente docente
serio	sugiero realizar mas ejercicios prácticos y  crear una identidad como profesor
serio	excelente profesor
serio	Excelente desempeño profesor
serio	Buen profesor, aunque le hace falta ser mas creativo al momento de realizar sus clases para que los alumnos no se aburran y al momento de realizar las preguntas de dudas que sea mas amplio en sus respuestas no lo que el espera que entendamos
serio	buena onda
serio	Profesor dinámico
serio	no tuve clases con este profesor
serio	La asignatura me pareció muy interesante e importante, ya que nos prepara para estar preparados cuando nos toque interactuar con niños con capacidades diferentes.
serio	ejemplo a seguir
serio	Se explica muy bien en clases.
serio	Excelente docente
serio	Excelente docente, muy buen profesor, conocimiento y dominio total del tema el cual enseña
serio	Entrega la información de forma muy clara y precisa, además de buena disposición para consultas fuera del horario de clases
serio	Un excelente profesor, se da el tiempo para responder cada duda que tiene el alumno.
serio	Trate de no enredarse tanto al explicar, pero buen profesor y buena disposicion
serio	falta compromiso con el curso
serio	como sugerencia que sea mas cercana con los alumnos
serio	Me gusta que realizara diferentes formas de evaluaciones
serio	Que las clases sean mas dinamicas
serio	Falta que aveces explique un poco mas la forma de realizar algunos ejercicios
serio	Buen electivo
serio	Buena profesora y responsable con las actividades de la clase
serio	Faltó entregar material biliográfico y fuentes para respaldar la materia presentada y tambien para que el alumno pudiera profundizar los temas expuestos. En lo personal, la falta de esto hizo que no tuviera plena confianza en la veracidad de la materia.
serio	clases mas dinamicas, para mantener la concentracion de los alunmos, mas claro y mejorar las diapositivas
serio	más dinamismo y practica de lo que teoriza para tener una vision holistica completa de su ramo en cuestion
serio	buen profesor
serio	Buena docente
serio	Sabe explicar el contenido
serio	buenas actividades practicas que hacen entender de mejor manera las unidades
serio	Es un muy buen profesor y didáctico a la hora de enseñar, además crea un clima de confianza y respeto en la sala de clases.
serio	Mas comunicación con los alumnos
serio	Muy buena profesora
serio	maneja muy bien el idioma y sabe enseñar a los alumnos
serio	Buenas clases
serio	Mejorar exposicion de clases
serio	la profesora estaba abierta a escuchar y aclarar todas las dudas que surgían en clases
serio	Sin comentarios negativos, muy buen profesor
serio	En general sus clases son interesantes y buenas
serio	Clases dinámica.
serio	interesante el electivo
serio	sin comentarios y sugerencias
serio	dar a respetar su postura como docente
serio	profesora con un amplio dominio de la asignatura Economia , explicando claramente cada detalle
serio	Muy buen Profesor el cual su metodología de enseñanza es muy buena.
serio	Debe mejorar temperamento. Debería habilitar mas problemas resueltos con la dificultad con que él evalua para prepararse de mejor manera (via Adecca)
serio	no me hiso clases
serio	pedir un poco de asistencia a sus alumnos ya que creo que esa es la causa de las tan bajas notas en todos los ramos
serio	tiene mucho conocimiento, pero al enseñar se complica mucho.
serio	excelente profesora.
serio	Excelente Docente, comprometido con sus estudiantes y preocupado de las situaciones que suceden con ellos.
serio	La clase estaba interesante
serio	buen profesor.
serio	clases muy didácticas lo que ayudó a un mejor rendimiento
serio	Exponer de forma más clara las instrucciones  de los trabajos a realizar
serio	Subir algún material extra a las plataformas
serio	Mas flexible con los horarios de llegada por ciertos motivos de viajes
serio	me encanto el taller, deberian crear mas secciones por semestre
serio	Bien
serio	Muy buen profesor, pero muy poco empático
serio	Muy buena profesora, y lo que enseña se entiende con mucha claridad
serio	sin comentarios
serio	el profe es perfecto
serio	siga asi
serio	Buena Docente
serio	Buena docente que maneja muy bien sus contenidos
serio	Excelente desempeño
serio	Excelente profesor, demuestra de muy buena manera su total manejo de los conocimientos que nos entrega y lo hace de la mejor manera.
serio	dispuesto a ayudar, atento
serio	redunda en detalles, cuando lo importante son otros aspectos.
serio	El mejor
serio	no maneja conocimientos
serio	Clases didactididácticas
serio	cambiar la forma de evaluacion
serio	Puntual, organizado y coherente con los contenidos
serio	profesor con muy buena disposición en clases y en sus consultas
serio	Muy intuitivo.
serio	Creo que debería tener una retro alimentación de los casos que hacemos en clase
serio	gran profesora dispuesta a ayudar, enseñar mucho mas allá que otros docentes
serio	Muy estricto a la hora de corregir los informes.
serio	Muy buen profesor
serio	excelente docente, gran manejo del tema
serio	Podría utilizar recursos como guías
serio	la forma de enseñar es buena, pero en la forma de evaluar debería mejorar.
serio	es empatica con los alumnos
serio	buen académico, solo falta hacer ejercicios que clarifiquen las ideas.
serio	Dio buenas clases
serio	Muy buen profesor, explica claramente los objetivos y contenidos, no se me ocurre una sugerencia por el momento
serio	Clara par a enseñar, proporciona confianza, podría ser más didáctica en clases para que no sean muy monótonas
serio	Sin comentarios
serio	me entretuve y aprendí mucho del ramo
serio	ninguno
serio	Buena profe
serio	excelente profesor
serio	La asignatura es esencial para lamformación del estudiante
serio	Mejorar organización con los tiempos de reunión.
serio	Mayor foco en la materia
serio	no lo conosco
serio	Evaluaciones rebuscadas y desmedidas comparado con el contenido visto en clases.
serio	Clase muy didáctica y interesante
serio	muy buen profesor, nada que reprochar.
serio	buena
serio	Profesor con gran experiencia en el ámbito clínico, con métodos de enseñanza que permiten aprender de un manera adecuada cada contenido propuesto.
serio	tiene un buen metodo para explicar
